market,state,count,num_commodities,mean_modal_price,std_modal_price,mean_price_range,mean_price_spread_ratio
Richha,Uttar Pradesh,4,4,2533.75,1671.62,72.5,0.05
Roha,Maharashtra,1,1,2216.0,,67.0,0.03
Rohroo,Himachal Pradesh,14,14,4435.71,2852.69,364.29,0.12
Roorkee,Uttrakhand,3,3,2000.0,1732.05,933.33,0.43
Ropar,Punjab,9,9,5866.67,5634.49,1266.67,0.25
Rudauli,Uttar Pradesh,17,17,4384.71,3435.95,99.41,0.03
Sabalgarh,Madhya Pradesh,1,1,2722.0,,147.0,0.05
Sadulpur,Rajasthan,1,1,2150.0,,100.0,0.05
Safdarganj,Uttar Pradesh,20,20,5664.5,4432.5,91.0,0.03
Sagar,Madhya Pradesh,6,6,5365.0,1635.89,113.33,0.02
Saharanpur,Uttar Pradesh,21,21,7034.29,3679.9,344.76,0.06
Sahiyapur,Uttar Pradesh,13,13,3117.69,2934.75,49.23,0.02
Sahnewal,Punjab,3,3,2266.67,642.91,0.0,0.0
Sailana,Madhya Pradesh,3,3,8333.33,9328.63,843.67,0.45
Sainthia,West Bengal,7,7,5832.86,5054.79,162.86,0.03
Salon,Uttar Pradesh,3,3,3353.33,1102.78,25.0,0.01
Sambhal,Uttar Pradesh,7,7,2685.71,2213.35,407.14,0.15
Sami,Gujarat,5,5,10560.0,8432.04,1050.0,0.12
Sampara,Andhra Pradesh,1,1,2183.0,,0.0,0.0
Sampath Nagar(Uzhavar Sandhai ),Tamil Nadu,51,51,6919.61,8653.12,750.98,0.13
Sampla,Haryana,5,5,4200.0,1753.57,200.0,0.03
Samrala,Punjab,6,6,2800.0,1397.14,483.33,0.18
Samraniyan,Rajasthan,5,5,4561.8,2124.08,303.2,0.06
Samsi,West Bengal,3,3,3720.0,1336.3,106.67,0.03
Sanawad,Madhya Pradesh,7,5,4986.57,3493.52,933.71,0.12
Sanawad(F&V),Madhya Pradesh,7,7,2028.57,1386.5,685.71,0.3
Sandi,Uttar Pradesh,15,15,4834.67,4301.09,73.67,0.02
Sandila,Uttar Pradesh,17,17,5321.18,4150.41,89.41,0.03
Sangli,Maharashtra,9,9,6841.67,2571.54,1716.67,0.25
"Sangli(Phale, Bhajipura Market)",Maharashtra,11,11,7090.91,7117.12,5727.27,0.79
Sankarankoil(Uzhavar Sandhai ),Tamil Nadu,26,26,4346.15,2230.56,192.31,0.05
Sankarapuram(Uzhavar Sandhai ),Tamil Nadu,39,39,5400.0,3108.82,256.41,0.02
Sankeshwar,Karnataka,2,2,3583.0,1036.62,227.0,0.07
Santhesargur,Karnataka,7,7,1573.57,326.74,85.29,0.05
Santir Bazar,Tripura,2,2,8000.0,0.0,400.0,0.05
Santoshgarh,Himachal Pradesh,22,22,4990.91,4888.78,363.64,0.11
Sanwer,Madhya Pradesh,2,2,3748.0,1374.62,739.0,0.16
Sarangpur,Madhya Pradesh,1,1,3799.0,,0.0,0.0
Sarangpur(F&V),Madhya Pradesh,7,7,1057.14,161.83,900.0,0.88
Sarankul,Odisha,4,4,2625.0,505.8,300.0,0.11
Sardhana,Uttar Pradesh,5,5,2010.0,657.08,150.0,0.08
Sariahjan,Assam,11,11,3987.92,3680.04,581.83,0.16
Satara,Maharashtra,6,6,2675.0,1062.9,916.67,0.32
Sathiyamagalam(Uzhavar Sandhai ),Tamil Nadu,41,41,4134.15,2380.72,524.39,0.15
Sathur(Uzhavar Sandhai ),Tamil Nadu,31,31,4951.61,2589.58,625.81,0.13
Sattupalli,Telangana,1,1,2200.0,,200.0,0.09
Savarkundla,Gujarat,11,9,6859.27,5936.09,1492.73,0.23
Sayala,Gujarat,1,1,7162.0,,825.0,0.12
Sehjanwa,Uttar Pradesh,3,3,2800.0,854.4,15.0,0.01
Sehora,Madhya Pradesh,3,3,4640.0,2820.87,505.0,0.08
Sehore,Madhya Pradesh,4,3,3498.0,647.01,849.25,0.22
Semriharchand,Madhya Pradesh,3,3,2967.0,1589.08,116.33,0.06
Sendhwa,Madhya Pradesh,3,2,1966.67,551.32,66.67,0.04
Seoni,Madhya Pradesh,1,1,5500.0,,0.0,0.0
Serfanguri,Assam,8,8,3216.75,1966.86,354.18,0.11
Sevda,Madhya Pradesh,1,1,6340.0,,0.0,0.0
Shadabad,Uttar Pradesh,3,3,2850.0,1473.09,100.0,0.04
Shahabad,Haryana,33,33,4553.79,3620.99,987.12,0.25
Shahagarh,Madhya Pradesh,1,1,2600.0,,0.0,0.0
Shahaswan,Uttar Pradesh,9,9,2792.22,1374.7,366.67,0.14
Shahdol,Madhya Pradesh,1,1,1900.0,,0.0,0.0
Shahganj,Uttar Pradesh,25,25,3686.0,3248.65,192.8,0.07
Shahkot,Punjab,5,5,1800.0,651.92,200.0,0.13
Shahpura(Jabalpur),Madhya Pradesh,2,2,2843.0,1261.48,98.0,0.05
Shahzadpur,Haryana,13,13,2400.0,1174.73,719.23,0.39
Shajapur,Madhya Pradesh,3,2,7265.67,8478.24,4658.33,0.8
Shamgarh,Madhya Pradesh,8,8,5355.12,1403.15,112.62,0.03
Shamli,Uttar Pradesh,14,14,7032.86,4169.93,77.86,0.02
Shekhpura,Bihar,1,1,2700.0,,200.0,0.07
Shillong,Meghalaya,11,11,5263.64,4720.65,1518.18,0.23
Shimla,Himachal Pradesh,32,32,5703.12,3304.1,1971.88,0.35
Shimoga,Karnataka,27,25,5759.26,3769.11,1177.78,0.24
Shyampur,Madhya Pradesh,2,1,4271.0,42.43,190.0,0.04
Sibsagar,Assam,8,8,5175.0,3545.12,600.0,0.12
Siddhpur,Gujarat,8,8,5537.62,2099.71,556.88,0.12
Sidhi,Madhya Pradesh,1,1,2450.0,,85.0,0.03
Sikanderabad,Uttar Pradesh,1,1,1100.0,,200.0,0.18
Sikandraraau,Uttar Pradesh,3,3,2135.0,538.49,120.0,0.07
Sikar,Rajasthan,4,4,2650.0,975.53,450.0,0.2
Sikarpur,Uttar Pradesh,20,20,3689.4,2998.17,242.5,0.08
Siliguri,West Bengal,12,12,7490.0,4588.46,395.83,0.07
Silvani,Madhya Pradesh,1,1,2661.0,,76.0,0.03
Simariya,Madhya Pradesh,2,1,2535.0,35.36,132.5,0.05
Singampunari(Uzhavar Sandhai ),Tamil Nadu,33,33,5036.36,3445.27,906.06,0.2
Singanallur(Uzhavar Sandhai ),Tamil Nadu,52,52,6271.15,5200.69,1086.54,0.15
Sirkali(Uzhavar Sandhai ),Tamil Nadu,42,42,5488.1,3334.02,619.05,0.13
Sironj,Madhya Pradesh,3,3,4420.0,2200.32,150.0,0.04
Sirsa,Haryana,12,11,3291.67,1538.87,1075.0,0.35
Sitapur,Uttar Pradesh,17,17,5299.71,3558.58,262.94,0.08
Sitmau,Madhya Pradesh,2,2,11852.0,10688.63,3205.0,0.17
Sivagangai (Uzhavar Sandhai ),Tamil Nadu,41,41,5924.39,4784.39,821.95,0.12
Sivakasi(Uzhavar Sandhai ),Tamil Nadu,36,36,4638.89,3179.42,161.11,0.04
Siyana,Uttar Pradesh,20,20,2647.5,1473.98,117.5,0.05
Sohela,Odisha,4,4,4375.0,888.35,200.0,0.05
Sohna,Haryana,7,7,2671.43,1171.49,957.14,0.37
Sonabarighat,Assam,8,8,4912.5,2673.92,237.5,0.05
Sonepat(Kharkhoda),Haryana,5,5,3780.0,1930.54,1120.0,0.3
Sonkatch,Madhya Pradesh,1,1,2691.0,,149.0,0.06
Sonpeth,Maharashtra,5,5,5021.0,2826.89,303.2,0.07
Sooramangalam(Uzhavar Sandhai ),Tamil Nadu,58,58,6060.34,4473.74,977.59,0.14
Sri Har Gobindpur,Punjab,1,1,2000.0,,400.0,0.2
Sri Har Gobindpur(Harechowal),Punjab,1,1,500.0,,200.0,0.4
Srinivasapur,Karnataka,1,1,2667.0,,2333.0,0.87
Srirangapattana,Karnataka,1,1,4200.0,,350.0,0.08
Srivilliputhur(Uzhavar Sandhai ),Tamil Nadu,36,36,4852.78,2612.66,427.78,0.1
Sultanpur,Uttar Pradesh,8,8,5757.5,4576.53,137.5,0.03
Sulur(Uzhavar Sandhai ),Tamil Nadu,40,40,5615.0,4982.2,687.5,0.14
Sundarapuram(Uzhavar Sandhai ),Tamil Nadu,33,33,5387.88,5404.5,560.61,0.11
Surat,Gujarat,39,39,4164.1,2711.77,2374.36,0.63
Suratgarh,Rajasthan,11,11,4577.73,2723.57,550.0,0.1
Suryapeta,Telangana,7,5,4594.0,1981.75,2659.86,0.49
Taal,Madhya Pradesh,1,1,4588.0,,888.0,0.19
Tajpur,Bihar,1,1,5400.0,,200.0,0.04
Talalagir,Gujarat,5,5,2700.0,836.66,2000.0,0.78
Taleja,Gujarat,10,9,5433.0,2862.02,1311.5,0.24
Talod,Gujarat,3,3,3954.0,2307.8,295.0,0.09
Talwandi Sabo,Punjab,11,11,3336.36,1654.86,427.27,0.13
Tamarainagar(Uzhavar Sandhai ),Tamil Nadu,47,47,5644.68,5620.95,797.87,0.16
Tanakpur,Uttrakhand,1,1,2850.0,,100.0,0.04
Tanda Urmur,Punjab,19,19,6078.95,6083.73,1110.53,0.23
Tanduru,Telangana,4,4,4780.5,1979.95,1647.5,0.3
Tarana,Madhya Pradesh,3,2,3933.33,1171.89,786.0,0.17
Tarantaran,Punjab,12,12,3600.0,1871.31,575.0,0.16
Teliamura,Tripura,19,19,7052.63,4858.48,389.47,0.07
Tendukheda,Madhya Pradesh,1,1,6048.0,,60.0,0.01
Tenkasi(Uzhavar Sandhai ),Tamil Nadu,45,45,6002.22,6352.36,513.33,0.07
Thalasserry,Kerala,11,10,10981.82,17268.46,472.73,0.05
Thalavadi(Uzhavar Sandhai ),Tamil Nadu,32,32,3456.25,1783.06,490.62,0.16
Thalavaipuram(Uzhavar Sandhai ),Tamil Nadu,32,32,4753.12,3656.98,893.75,0.19
Thalayolaparambu,Kerala,33,28,4675.76,2787.03,400.0,0.11
Thamarassery,Kerala,23,23,3817.39,2688.98,921.74,0.29
Thammampatti (Uzhavar Sandhai ),Tamil Nadu,42,42,6023.81,6176.7,676.19,0.15
Thanesar,Haryana,37,37,4870.27,4274.53,2275.68,0.45
Thanjavur,Tamil Nadu,1,1,3250.0,,500.0,0.15
Thanjavur(Uzhavar Sandhai ),Tamil Nadu,48,48,7579.17,6838.56,506.25,0.05
Thara,Gujarat,6,6,8494.17,8140.68,220.0,0.05
Thara(Shihori),Gujarat,3,3,3738.33,2498.6,126.67,0.05
Thathakapatti(Uzhavar Sandhai ),Tamil Nadu,61,61,7831.15,7773.19,1327.87,0.18
Thattanchavady,Pondicherry,4,3,3082.0,1498.63,1737.5,0.38
Thazhakkara  VFPCK,Kerala,3,3,4666.67,2814.84,3833.33,1.12
Theni(Uzhavar Sandhai ),Tamil Nadu,55,55,6872.73,6832.86,3921.82,0.63
Thirukalukundram(Uzhavar Sandhai ),Tamil Nadu,27,27,4148.15,1116.44,518.52,0.13
Thirumangalam(Uzhavar Sandhai ),Tamil Nadu,20,20,4360.0,2308.2,860.0,0.19
Thirupathur,Tamil Nadu,48,48,5083.33,5423.88,854.17,0.17
Thiruvaniyoor  VFPCK,Kerala,6,5,1900.0,1462.87,1650.0,1.18
Thodupuzha,Kerala,41,31,16431.71,36973.23,1153.66,0.1
Thompramkudi VFPCK,Kerala,1,1,3300.0,,500.0,0.15
Thoothukudi,Tamil Nadu,1,1,6800.0,,500.0,0.07
Thottuva  VFPCK,Kerala,2,2,52.0,0.0,5.0,0.1
Thrippunithura,Kerala,33,32,6063.64,3079.25,1712.12,0.32
Thrissur,Kerala,34,32,7767.65,13143.17,305.88,0.08
Thungathurthy,Telangana,1,1,2203.0,,0.0,0.0
Thuraiyur,Tamil Nadu,50,50,4966.0,3313.15,964.0,0.16
Tilhar,Uttar Pradesh,20,20,3095.75,1508.6,99.25,0.04
Timarni,Madhya Pradesh,6,5,4527.83,2470.31,2019.33,0.33
Tindivanam,Tamil Nadu,52,52,5603.85,4897.7,307.69,0.04
Tiphra,Chattisgarh,21,21,4223.81,3066.74,247.62,0.07
Tiruchengode,Tamil Nadu,49,49,5040.82,3358.5,744.9,0.16
Tirumalagiri,Telangana,5,4,4329.0,2990.35,456.4,0.09
Tirunelvali,Tamil Nadu,1,1,2400.0,,800.0,0.33
Tirupatthur(Uzhavar Sandhai ),Tamil Nadu,41,41,5721.95,3534.86,1107.32,0.17
Tiruppur (North) (Uzhavar Sandhai ),Tamil Nadu,42,42,5357.14,5379.23,573.81,0.13
Tiruppur (South) (Uzhavar Sandhai ),Tamil Nadu,34,34,4002.94,3396.83,808.82,0.18
Tiruthuraipoondi(Uzhavar Sandhai ),Tamil Nadu,31,31,4883.87,3031.73,32.26,0.02
Tiruttani,Tamil Nadu,1,1,2100.0,,600.0,0.29
Tiruvallur(Uzhavar Sandhai ),Tamil Nadu,24,24,5554.17,6515.67,0.0,0.0
Tiruvannamalai(Uzhavar Sandhai ),Tamil Nadu,67,67,7613.43,8251.52,1328.36,0.19
Tiruvarur(Uzhavar Sandhai ),Tamil Nadu,39,39,6420.51,4737.04,194.87,0.03
Tiruvellore,Tamil Nadu,1,1,2200.0,,600.0,0.27
Tiruvuru,Andhra Pradesh,1,1,2600.0,,200.0,0.08
Toofanganj,West Bengal,5,5,4274.0,2678.97,250.0,0.06
Trichy,Tamil Nadu,1,1,2350.0,,685.0,0.29
Tsemenyu,Nagaland,8,8,4000.0,1471.64,750.0,0.19
Tuljapur,Maharashtra,4,4,5362.5,2329.3,825.0,0.15
Tulsipur,Uttar Pradesh,8,8,3299.38,2105.53,67.5,0.03
Tundla,Uttar Pradesh,21,21,4125.24,2224.29,60.48,0.02
Tura,Meghalaya,1,1,5600.0,,500.0,0.09
Tuticorin(Uzhavar Sandhai ),Tamil Nadu,49,49,6653.06,5901.27,585.71,0.12
Udaipura,Madhya Pradesh,1,1,6900.0,,390.0,0.06
Udhagamandalam(Uzhavar Sandhai ),Tamil Nadu,53,53,6367.92,4390.32,669.81,0.12
Udumalpet,Tamil Nadu,46,46,6354.35,6373.23,1004.35,0.18
Ujjain,Madhya Pradesh,6,5,3588.83,1228.93,752.33,0.22
Uklana,Haryana,9,9,2633.33,1666.58,488.89,0.11
Ulhasnagar,Maharashtra,2,2,3800.0,989.95,600.0,0.14
Ulundurpettai,Tamil Nadu,34,34,5141.18,2723.76,176.47,0.03
Umariya,Madhya Pradesh,7,5,3395.0,920.15,135.71,0.04
Umreth,Gujarat,1,1,2340.0,,50.0,0.02
Una,Himachal Pradesh,28,28,6492.86,5668.28,1789.29,0.3
Unava,Gujarat,3,3,6528.33,552.64,990.0,0.14
Uniyara,Rajasthan,3,3,5458.0,2372.77,215.33,0.03
Unnao,Uttar Pradesh,32,32,4526.72,3600.25,109.38,0.04
Usilampatty,Tamil Nadu,23,23,4886.96,3484.03,952.17,0.19
Uthukottai,Tamil Nadu,1,1,1900.0,,100.0,0.05
Uttaripura,Uttar Pradesh,22,22,4041.14,3190.25,163.64,0.06
Vadakarapathy VFPCK,Kerala,1,1,3000.0,,700.0,0.23
Vadakkenchery,Kerala,21,19,7130.95,6688.9,547.62,0.1
Vadaseri,Tamil Nadu,44,44,7196.59,8031.11,637.5,0.08
Vadavalli(Uzhavar Sandhai ),Tamil Nadu,51,51,6123.53,5802.33,937.25,0.14
Vadgam,Gujarat,2,2,2510.0,233.35,7.5,0.0
Vadhvan,Gujarat,25,25,4020.0,4288.38,720.0,0.26
Vadvani,Maharashtra,1,1,4001.0,,300.0,0.07
Vaghai,Gujarat,1,1,2000.0,,200.0,0.1
Vai,Maharashtra,5,5,2290.0,811.94,700.0,0.28
Valangaiman,Tamil Nadu,23,23,3904.35,1608.92,0.0,0.0
Valsad,Gujarat,1,1,2050.0,,100.0,0.05
Vamanapuram,Kerala,16,16,4975.0,2088.22,362.5,0.08
Vandavasi,Tamil Nadu,2,2,4737.0,3611.9,1589.0,0.32
Vaniyampadi(Uzhavar Sandhai ),Tamil Nadu,47,47,5234.04,5651.91,212.77,0.04
Vankaner,Gujarat,6,6,9517.5,7471.91,1855.0,0.23
Varanasi,Uttar Pradesh,36,36,5060.83,3688.57,137.08,0.03
Varandarappilly  VFPCK,Kerala,4,1,2850.0,1084.74,675.0,0.26
Vasai,Maharashtra,2,2,3950.0,707.11,1200.0,0.29
Vashi New Mumbai,Maharashtra,2,2,3375.0,954.59,950.0,0.3
Vav,Gujarat,3,3,10823.33,11183.99,1450.0,0.08
Vayalapadu,Andhra Pradesh,1,1,5800.0,,400.0,0.07
Vedasanthur(Uzhavar Sandhai ),Tamil Nadu,27,27,4718.52,2762.95,914.81,0.18
Velayuthampalayam(Uzhavar Sandhai ),Tamil Nadu,30,30,5466.67,3583.81,550.0,0.11
Vellarada  VFPCK,Kerala,3,1,4533.33,1604.16,466.67,0.11
Vellore,Tamil Nadu,60,60,6281.67,7112.26,648.33,0.09
Vemulawada,Telangana,1,1,2200.0,,20.0,0.01
Vengeri(Kozhikode),Kerala,15,15,3920.0,2838.81,300.0,0.11
Venkatagiri,Andhra Pradesh,1,1,2400.0,,200.0,0.08
Veraval,Gujarat,2,2,6627.5,3001.67,1055.0,0.18
Vidisha,Madhya Pradesh,4,4,5167.5,2228.84,622.5,0.1
Vijapur,Gujarat,2,2,4712.5,2740.04,220.0,0.06
Vijapur(Gojjariya),Gujarat,2,2,4710.0,2736.5,75.0,0.03
Vijapur(Kukarvada),Gujarat,2,2,4712.5,2669.33,340.0,0.11
Vijapur(veg),Gujarat,4,4,1687.5,603.29,1812.5,1.05
Vijaypur,Madhya Pradesh,1,1,2180.0,,140.0,0.06
Vikasnagar,Uttrakhand,10,10,1398.0,932.88,498.0,0.31
Vilaspur,Uttar Pradesh,2,2,4050.0,2757.72,700.0,0.18
Vilthararoad,Uttar Pradesh,9,9,4794.44,4558.88,255.56,0.06
Viralimalai(Uzhavar Sandhai ),Tamil Nadu,26,26,5346.15,3411.07,596.15,0.14
Viramgam,Gujarat,5,5,10258.0,8206.59,865.0,0.1
Virudhunagar(Uzhavar Sandhai ),Tamil Nadu,16,16,3650.0,1175.3,118.75,0.04
Viruthachalam(Uzhavar Sandhai ),Tamil Nadu,33,33,5090.91,3543.16,303.03,0.04
Visavadar,Gujarat,13,12,7751.15,4258.83,1478.46,0.17
Vishalpur,Uttar Pradesh,18,18,4381.67,3522.08,92.33,0.03
Visnagar,Gujarat,6,6,4442.33,1759.29,1433.67,0.32
Visoli,Uttar Pradesh,2,2,2025.0,459.62,75.0,0.03
Viswan,Uttar Pradesh,24,24,4898.12,4422.15,61.25,0.03
Vyra,Gujarat,3,3,3633.33,2699.23,266.67,0.07
Wanaparthy town,Telangana,2,2,3039.5,1371.08,145.0,0.07
Warangal,Telangana,32,26,5313.0,4394.37,411.06,0.11
Wazirganj,Uttar Pradesh,3,3,2058.33,226.84,93.33,0.05
Wyra,Telangana,1,1,2193.0,,20.0,0.01
Yawal,Maharashtra,2,2,1875.0,332.34,245.0,0.14
Yemmiganur,Andhra Pradesh,1,1,5733.0,,830.0,0.14
Yeola,Maharashtra,1,1,3500.0,,3420.0,0.98
Yeotmal,Maharashtra,5,5,6685.0,3301.11,918.0,0.11
Zalod(Sanjeli),Gujarat,4,4,2487.5,154.78,356.25,0.14
Zalod(Zalod),Gujarat,5,5,3270.0,1520.53,290.0,0.07
Zaloosa-Chararishrief (F&V),Jammu and Kashmir,11,2,3683.71,1465.67,303.03,0.1
Zira,Punjab,14,14,3707.14,1605.5,850.0,0.23
kalanwali,Haryana,3,3,2166.67,288.68,133.33,0.07
