market,state,avg_price_spread_ratio,avg_composite_risk,n_commodities,market_instability_index,market_rank,avg_modal_price,market_cluster,pca1,pca2
Lasalgaon(Vinchur),Maharashtra,0.5714285714285714,0.346086574840856,1,0.4812917727934852,48,3850.0,1,3.001022473348681,-1.1678221947148575
Theni(Uzhavar Sandhai ),Tamil Nadu,0.6287446026417317,0.2544704513935257,55,0.4790349421424493,49,6872.727272727273,1,3.61593444626802,2.1787118354934774
Surat,Gujarat,0.6306091005428335,0.2500364722722141,39,0.4783800492345857,50,4164.102564102564,1,3.4250413758423,0.772138690123721
Jalandhar City(Jalandhar),Punjab,0.6074756644577803,0.280140855187831,36,0.4765417407498006,51,2699.4444444444443,1,3.259156160676974,0.31461720357850687
Bagepalli,Karnataka,0.5872215986736212,0.301653018074647,7,0.4729941664340315,52,2094.5714285714284,1,2.980053955516211,-1.2628774989921159
Gurgaon,Haryana,0.5703703703703703,0.2994464798910607,9,0.4620008141786464,53,3638.8888888888887,1,2.9307875648512502,-0.8031155567158957
Chamaraj Nagar,Karnataka,0.6107008459949635,0.2346651001362232,11,0.4602865476514674,54,1412.5,1,2.992665930343992,-1.2247775701421186
Keshopur,NCT of Delhi,0.5768488609717818,0.2809323143389741,13,0.4584822423186587,55,4046.153846153846,1,2.9733489101476476,-0.5148928864798433
Gondal(Veg.market Gondal),Gujarat,0.5607459144384326,0.2783661479295101,13,0.4477940078348636,56,4146.153846153846,1,2.8619093225979846,-0.4764053511538776
Chattrapati Sambhajinagar,Maharashtra,0.5517375658460301,0.2893758333575061,28,0.4467928728506205,57,3655.3571428571427,1,2.890365295390484,0.1771605457473679
Gadwal,Telangana,0.6884994287420018,0.0834331869946529,2,0.4464729320430622,58,5107.5,1,3.287987594555728,-0.9115392912843604
Gonikappal,Karnataka,0.43422,0.463446435362801,1,0.4459105741451203,59,50000.0,3,4.081211740382261,9.170348409174284
Rajkot(Veg.Sub Yard),Gujarat,0.5184875832897031,0.3233575550731362,11,0.4404355720030763,60,4384.090909090909,1,2.6683903171298478,-0.4900124957384382
Panipat,Haryana,0.5366975072857426,0.2932558514696217,7,0.4393208449592942,61,2285.714285714286,1,2.62497760764372,-1.1692213865619956
Piplya,Madhya Pradesh,0.4098330355856452,0.4656396925578129,2,0.4321556983745123,62,19032.0,1,2.7423559002438336,2.3852994321692056
Badnawar,Madhya Pradesh,0.5474662188416778,0.2572642796253847,4,0.4313854431551606,63,6432.0,1,2.7624107500166253,-0.4066249498042585
Ratia,Haryana,0.5052334176454962,0.3060114935252117,7,0.4255446479973824,64,3342.8571428571427,1,2.4783495227322154,-0.9060674380015549
Khed,Maharashtra,0.5298500881834216,0.25720993395403,9,0.420794026491665,65,2266.6666666666665,1,2.5114254514414887,-1.0600623983130613
Ahmedabad(Chimanbhai Patal Market Vasana),Gujarat,0.4631081769391813,0.3559912840614517,2,0.4202614197880895,66,3350.0,1,2.27065714465249,-1.1227795234817717
Indore,Madhya Pradesh,0.5579060913925475,0.2090435867268859,7,0.4183610895262829,67,5596.222222222223,1,2.7149649399942692,-0.44310778617890473
Sailana,Madhya Pradesh,0.4548974008207934,0.3615911416066393,3,0.4175748971351317,68,8333.333333333334,1,2.4227711570199086,0.03852642594361634
"Kalol(Veg,Market,Kalol)",Gujarat,0.5112275132275133,0.2515288022232959,15,0.4073480288258262,69,2416.6666666666665,1,2.41200151075407,-0.7054275748036583
Jawra(F&V),Madhya Pradesh,0.4922619047619048,0.2757745782263189,8,0.4056669741476704,70,2187.5,1,2.28647648281273,-1.0938366601484872
Khanna,Punjab,0.47885828441384,0.2858012054540541,27,0.4016354528299256,71,3333.5185185185187,1,2.368042836774277,0.12815579479346126
Bhuntar,Himachal Pradesh,0.4858338407299543,0.2706309265410641,28,0.3997526750543982,72,4069.6428571428573,1,2.416756161381548,0.33714214436538853
Mumbai- Fruit Market,Maharashtra,0.5121600621600622,0.2285265818830286,11,0.3987066700492487,73,5977.272727272727,1,2.4822851535151007,-0.11530959706290782
Palamaner,Andhra Pradesh,0.4737836438923395,0.2828302754809996,8,0.3974022965278035,74,2412.5,1,2.1843067964172067,-1.0268948951503793
Madanapalli,Andhra Pradesh,0.4444444444444444,0.3151640113446516,1,0.3927322712045273,75,5400.0,1,2.128352298440463,-0.6939149948223937
"New Grain Market(main), Karnal",Haryana,0.4627813063299344,0.2821526754421767,15,0.3905298539748313,76,3196.6666666666665,1,2.1774595725241097,-0.48980653389734685
Jaipur (F&V),Rajasthan,0.4713356625094076,0.2685811607648284,28,0.390233861811576,77,4371.428571428572,1,2.3250718785810935,0.418652398942241
Rajgarh,Madhya Pradesh,0.5909090909090909,0.0804546222846853,1,0.3867273034593287,78,4400.0,1,2.583804451789105,-1.0216367959783745
Nabha,Punjab,0.4449563052758126,0.2975706587536924,22,0.3860020466669644,79,4931.818181818182,1,2.1950427094094684,0.26201734107662955
Roorkee,Uttrakhand,0.4333333333333333,0.3111016578297753,3,0.3844406631319101,80,2000.0,1,1.9253347066533741,-1.3346449160552742
Mahuva(Station Road),Gujarat,0.5370997118142701,0.1552842879716596,10,0.3843735422772258,81,6463.75,1,2.5077356483378304,-0.07052845335957271
Ratnagiri (Nachane),Maharashtra,0.4509914091899386,0.2824593082326048,12,0.3835785688070051,82,2425.0,1,2.051303538118402,-0.8001558294551171
Rampuraphul(Nabha Mandi),Punjab,0.4396825396825397,0.2960251843238741,8,0.3822195975390734,83,4087.5,1,2.0442545822883167,-0.6243565985377866
Kullu(Chauri Bihal),Himachal Pradesh,0.4515101674641148,0.2741998502322041,8,0.3805860405713505,84,4675.0,1,2.1003900995043363,-0.5023375272915984
Nimapara,Odisha,0.4222222222222222,0.3128764502868242,2,0.378483913448063,85,3500.0,1,1.9050665708167536,-1.0420618688063348
Thanesar,Haryana,0.4451828085745483,0.276883054128631,37,0.3778629067961814,86,4870.27027027027,2,2.234698285000938,1.0067350243559188
Gohana,Haryana,0.4460343228200371,0.2656271942563786,14,0.3738714713945736,87,3564.285714285714,1,2.036185799270262,-0.43945991409282137
Mayabandar,Andaman and Nicobar,0.4342352092352092,0.2763580880432397,12,0.3710843607584214,88,91.25,1,1.8348395978872936,-1.299496267403668
Bhopal,Madhya Pradesh,0.4147577386564409,0.3014666939605595,4,0.3694413207780883,89,5834.75,1,1.9301851155101903,-0.4149931300169174
Kovilnada  VFPCK,Kerala,0.4,0.3132531176252411,1,0.3653012470500965,90,5000.0,1,1.8060694403242332,-0.7382664125475009
Mandi(Mandi),Himachal Pradesh,0.4138474219571368,0.2875266551768541,33,0.3633191152450237,91,5915.151515151515,2,2.0612903272208936,1.0660123007345494
Madanganj Kishangarh,Rajasthan,0.4739040029352013,0.196181156908224,5,0.3628148645244104,92,4370.2,1,2.0566708948019694,-0.7302067778976139
Kadakkal  VFPCK,Kerala,0.431016156462585,0.2540211469639096,1,0.3602181526631148,93,4800.0,1,1.8824856201920064,-0.8034958813878199
Nashik(Devlali),Maharashtra,0.4458189584879771,0.2305743805059417,4,0.3597211272951629,94,1937.5,1,1.8406023532744331,-1.2972606528401365
Rajpipla,Gujarat,0.4265873015873015,0.2540211469639096,1,0.3575608397379447,95,2520.0,1,1.765202384093384,-1.3041180873670903
Malerkotla,Punjab,0.4225546939832654,0.2585184677556118,21,0.3569402034922039,96,2623.809523809524,1,1.8645957604509729,-0.2709754485196758
Shahzadpur,Haryana,0.3939743589743589,0.2915945293317186,13,0.3530224271173028,97,2400.0,1,1.6870688442763995,-0.7004894440783225
Sri Har Gobindpur(Harechowal),Punjab,0.4,0.2756541831173966,1,0.3502616732469586,98,500.0,1,1.553340417899937,-1.728802466270746
Aluva,Kerala,0.380799677936652,0.3037651659114984,26,0.3499858731265905,99,4646.153846153846,2,1.7828582851429076,0.46252425504960665
Jagadhri,Haryana,0.3790212373825297,0.3037299040934918,15,0.3489047040669145,100,3210.0,1,1.6535148411905916,-0.4076037043422004
Murbad,Maharashtra,0.4,0.2718707118842519,1,0.3487482847537008,101,2500.0,1,1.6216111572690277,-1.285198774195775
Khammam,Telangana,0.4325234026052408,0.207486004532629,3,0.342508443376196,102,10025.0,1,2.0036562548543846,0.46063776994176564
Sohna,Haryana,0.3733333333333333,0.2931882708073581,7,0.3412753083229433,103,2671.4285714285716,1,1.5262195565408947,-0.9223000988164014
Kamthi,Maharashtra,0.3751488095238095,0.2882377175692827,16,0.3403843727419988,104,3406.25,1,1.606981654146356,-0.3074191777827495
Badnagar,Madhya Pradesh,0.4584776664181942,0.1593243794644162,4,0.338816351636683,105,3710.0,1,1.841429702768604,-0.9054797146323866
Patran,Punjab,0.3873342491815073,0.2650463683392085,26,0.3384190968445877,106,3290.769230769231,2,1.692385848418748,0.1622175974488604
Morbi,Gujarat,0.4160491090718744,0.220351457647446,17,0.337770048502103,107,4976.470588235294,1,1.8054443473137582,0.06143588853778366
Laxmeshwar,Karnataka,0.4900928366409184,0.1046413399254477,15,0.3359122379547302,108,4963.0,1,2.049497327758631,-0.09642535443567038
Madikeri,Karnataka,0.25,0.463446435362801,1,0.3353785741451204,109,36000.0,3,2.2909041630648455,6.251564575652186
Anandapur,Odisha,0.4,0.2347088325281062,1,0.3338835330112425,110,1000.0,1,1.484426904117269,-1.6113330166709028
Suryapeta,Telangana,0.4893380044182512,0.1003140980768643,5,0.3337284418816965,111,4594.0,1,1.964333364434877,-0.6801500031365059
Nadiad,Gujarat,0.3269230769230768,0.3405300023133496,2,0.332365847079186,112,3300.0,0,1.3073932559224142,-0.9967024800054034
Mahboob Manison,Telangana,0.3542525894131419,0.2992574253381888,15,0.3322545237831606,113,4252.941176470588,1,1.5149416779394211,-0.15138431421856258
Garh Shankar,Punjab,0.3381946958033914,0.3228046787461301,18,0.3320386889804869,114,4666.666666666667,2,1.4889127766982666,0.1032932332324297
Sirsa,Haryana,0.3542621635189886,0.2986953041026923,11,0.3320354197524701,115,3291.6666666666665,1,1.4544276009609454,-0.5655957534596564
Jetpur(Dist.Rajkot),Gujarat,0.4175703673569168,0.2031064862776013,7,0.3317848149251906,116,6882.777777777777,1,1.7949455760839894,-0.01845677445734831
Ramanagara,Karnataka,0.3836469086469086,0.2479836986347866,21,0.3293816246420598,117,2950.0,2,1.5892501819814557,-0.15853862781449402
Fazilka,Punjab,0.3263684463684463,0.3316097092798605,15,0.328464951533012,118,4346.666666666667,0,1.398031257275971,-0.10837550726012722
Bilimora,Gujarat,0.3485221674876847,0.2981633734894832,9,0.3283786498884041,119,3077.777777777778,0,1.3946701294286596,-0.7078994119331004
Kothamangalam,Kerala,0.3496997858108969,0.2960200214955218,26,0.3282278800847469,120,4462.962962962963,2,1.5472616905913055,0.4539617526290197
GarhShankar (Kotfatuhi),Punjab,0.3237433862433862,0.32087387609355,6,0.3225955821834517,121,3033.3333333333335,0,1.255932772254883,-0.8480155404461257
Khambhat(Veg Yard Khambhat),Gujarat,0.3413320396079016,0.2907349299492996,6,0.3210931957444608,122,2241.6666666666665,0,1.2807732262457607,-1.0357990241969417
Vashi New Mumbai,Maharashtra,0.2962962962962963,0.3559912840614517,2,0.3201742914023584,123,3375.0,0,1.134767877583566,-0.9523564740158025
Kattampak  VFPCK,Kerala,0.3475,0.2783439980432521,2,0.3198375992173008,124,412.5,0,1.203647616111349,-1.646385739913872
Navsari,Gujarat,0.3498829120140838,0.2700644958054806,17,0.3179555455306425,125,3869.1176470588234,2,1.4190714585065984,-0.1265944755366807
Ammoor,Tamil Nadu,0.472636815920398,0.0849653460151095,1,0.3175682279582826,126,2814.0,1,1.7268718265269172,-1.2567559280111422
Shimla,Himachal Pradesh,0.3456645282714362,0.2744416642441827,32,0.3171753826605348,127,5703.125,2,1.554726293726691,1.0382495515687837
Lasalgaon,Maharashtra,0.2958441558441558,0.346086574840856,1,0.3159411234428358,128,3850.0,0,1.1228794184231492,-0.895419843744445
Khurai(F&V),Madhya Pradesh,0.3196796766918718,0.3097954959976567,8,0.3157260044141857,129,2762.5,0,1.2054024580515192,-0.801476489218541
Satara,Maharashtra,0.3208384208384208,0.3076116395555466,6,0.3155477083252711,130,2675.0,0,1.1939381521712447,-0.9223339334362421
Angamaly,Kerala,0.3291201766923435,0.294467761685991,26,0.3152592106898025,131,5034.615384615385,2,1.4255104803204515,0.6011746194031781
Kapadvanj,Gujarat,0.3554793595116175,0.2433094412098306,9,0.3106113921909027,132,2250.0,0,1.292550015608273,-0.8891139061940257
Amrawati(Frui & Veg. Market),Maharashtra,0.3117368833210413,0.3010374911419117,23,0.3074571264493895,133,3663.0434782608695,2,1.2517801841458656,0.16245191121072514
Thrippunithura,Kerala,0.3169368116234916,0.2863641091423082,32,0.3047077306310183,134,6063.636363636364,2,1.3983433831080967,1.144537805303994
Sonepat(Kharkhoda),Haryana,0.2955388471177945,0.3174599728571783,5,0.304307297413548,135,3780.0,0,1.079238673485847,-0.7045410726776044
Itarsi,Madhya Pradesh,0.4132638643588838,0.1388291560071057,2,0.3034899810181725,136,5140.5,1,1.5325594985255115,-0.6412694190620829
Ropar,Punjab,0.2465815956012034,0.3870731057353602,9,0.3027781996548662,137,5866.666666666667,0,0.9975891700225882,-0.004021914632995831
Pampady,Kerala,0.3093707077197288,0.2921399992350518,26,0.302478424325858,138,4888.928571428572,2,1.2803461690140414,0.5888099570021517
Chikli(Khorgam),Gujarat,0.3668091168091167,0.2014285897817032,4,0.3006569059981513,139,2437.5,0,1.2585904941335964,-1.1036313251788132
Arasikere,Karnataka,0.3935925076201955,0.1607491389464255,5,0.3004551601506875,140,9595.5,1,1.6327902895809898,0.5123538079497904
Sanawad(F&V),Madhya Pradesh,0.3031746031746031,0.2955542858113572,7,0.3001264762293048,141,2028.5714285714287,0,1.0286064419007483,-0.9957271959194947
Pune(Khadiki),Maharashtra,0.3253136515805572,0.2623085395146236,19,0.3001116067541838,142,1819.6842105263158,2,1.1679892705383956,-0.45427649645649465
Una,Himachal Pradesh,0.3019240708945127,0.2943404204510567,28,0.2988906107171303,143,6492.857142857143,2,1.3069235360621527,1.0517555449876563
Thamarassery,Kerala,0.2863450551663508,0.3156588794312875,23,0.2980705848723254,144,3817.391304347826,2,1.1160575042249221,0.21933617875850617
"Anand(Veg,Yard,Anand)",Gujarat,0.3061539264828738,0.2853575723665082,10,0.2978353848363276,145,1935.0,0,1.0404043665652907,-0.8666875752306874
Kurawar,Madhya Pradesh,0.4456643074292228,0.0760379369449309,2,0.297813759235506,146,5117.5,1,1.6175206710765702,-0.6680787663367287
Kanakapura,Karnataka,0.2857142857142857,0.3151640113446516,1,0.2974941759664321,147,3500.0,0,0.974002603342541,-0.9578508995094442
Pala,Kerala,0.2950959343865123,0.2891752212468949,16,0.2927276491306654,148,5017.64705882353,2,1.124984496349218,0.12846566469915896
Muriyad  VFPCK,Kerala,0.3180555555555555,0.2540211469639096,1,0.2924417921188972,149,3200.0,0,1.0515218475525523,-1.0462255026171707
Vikasnagar,Uttrakhand,0.3101851851851852,0.2628390559430905,10,0.2912467334883473,150,1398.0,0,0.9989587110922736,-0.9859151731671258
Nooluvally  VFPCK,Kerala,0.2745592951385421,0.313217433507501,3,0.2900225504861257,151,2280.0,0,0.8585137963751255,-1.1160340874483774
Mattathur VFPCK,Kerala,0.2651388888888888,0.3211088290866316,2,0.2875268649679859,152,2300.0,0,0.8063774105173853,-1.1539336302113108
Jodhpur(F&V)(Paota),Rajasthan,0.2973728262522548,0.2666662359058479,21,0.2850901901136921,153,3447.6190476190477,2,1.0604503898862756,0.03388956060058923
Harda,Madhya Pradesh,0.3972025447870822,0.1156219046894365,8,0.2845702887480239,154,5773.909090909091,0,1.431384514966206,-0.1792173635585327
Bilaspur,Himachal Pradesh,0.2801695745855924,0.2882732042887322,5,0.2834110264668483,155,3320.0,0,0.8941836579645351,-0.7864422987724436
Padappai(Uzhavar Sandhai ),Tamil Nadu,0.2942630671797338,0.2632731774476176,36,0.2818671112868873,156,5616.666666666667,2,1.1997572219594022,1.2731222225560503
Mukerian,Punjab,0.2843922908000489,0.2661656109317761,17,0.2771016188527397,157,4817.64705882353,2,1.0005991141298063,0.14887111986986185
Vai,Maharashtra,0.2847374847374847,0.2641259264799025,5,0.2764928614344518,158,2290.0,0,0.8340607641350726,-1.0151280428412577
Raigarh,Chattisgarh,0.2322645055203195,0.3423821931558517,3,0.2763115805745324,159,3333.3333333333335,0,0.6731999207903897,-0.8457129006807105
Badwaha,Madhya Pradesh,0.389860115937702,0.1019935550166829,3,0.2747134915692943,160,4078.3333333333335,0,1.258965223151894,-0.7970023876593952
Puramattom VFPCK,Kerala,0.3,0.2347088325281062,1,0.2738835330112425,161,1000.0,0,0.8029141085033862,-1.5124876772518558
Pataudi,Haryana,0.2586229946524064,0.2934820204968167,8,0.2725666049901705,162,3050.0,0,0.7652096068526256,-0.674767164230492
Ratlam,Madhya Pradesh,0.2106016904595394,0.3615911416066393,3,0.2709974709183794,163,10581.333333333334,0,0.8437421987274154,0.7779135544373772
Chowmanu,Tripura,0.2555866791160908,0.2916808314855091,6,0.2700243400638581,164,6166.666666666667,0,0.8483828191263824,-0.08184612612122243
Barpeta Road,Assam,0.2422888476519517,0.311261362732477,12,0.2698778536841618,165,2786.1716666666666,0,0.7046779512412976,-0.5185964680633178
Digapahandi,Odisha,0.2516624040920716,0.296815724457018,3,0.2697237322380501,166,2000.0,0,0.6565156390171905,-1.152725700759154
Vadakarapathy VFPCK,Kerala,0.2333333333333333,0.3238059323589262,1,0.2695223729435705,167,3000.0,0,0.6164951364532484,-1.0182395019492907
Zira,Punjab,0.2343611529946933,0.3210816800850732,14,0.2690493638308453,168,3707.1428571428573,0,0.7182660773439579,-0.20769572611489565
Damnagar,Gujarat,0.240434095663558,0.3096207531110214,10,0.2681087586425434,169,4010.0,0,0.7239390804069812,-0.34611674278649757
Bhesan,Gujarat,0.3433411429899915,0.1514969082628411,6,0.2666034490991313,170,6759.166666666667,0,1.1677418246600493,-0.014333447959323951
Chhabra,Rajasthan,0.317126831782997,0.1847633661648804,7,0.2641814455357504,171,6455.142857142857,0,1.0546440239935984,-0.010878169266854532
Thattanchavady,Pondicherry,0.3763807595061187,0.0951826720981548,3,0.2639015245429332,172,3082.0,0,1.1143996065486386,-1.0032392806938024
Kasinagar,Odisha,0.25,0.283467957785717,2,0.2633871831142867,173,2000.0,0,0.6108321892138087,-1.199235695825553
Chavakkad,Kerala,0.2344385819628201,0.3067401125200131,17,0.2633591941856973,174,4921.0526315789475,2,0.7513257066397252,0.214488503251485
Gondal,Gujarat,0.3396133869583537,0.1489573063966708,18,0.2633509547336805,175,7497.5,2,1.2330291988772795,0.7574439748265562
Kamakshi VFPCK,Kerala,0.2692307692307692,0.2540211469639096,1,0.2631469203240253,176,2600.0,0,0.6958536225221023,-1.1308591933309484
North Paravur,Kerala,0.2438368181915277,0.2910050970253712,40,0.2627041297250651,177,8365.0,2,1.0433470599770924,2.128524291752714
Vadhvan,Gujarat,0.2560323710426837,0.2696618234878834,25,0.2614841520207636,178,4020.0,2,0.8296636799144546,0.40241853875430994
Perumbavoor,Kerala,0.2411153435379723,0.2905711660961077,34,0.2608976725612265,179,8035.294117647059,2,0.9772988092519166,1.7561879828265694
Botad(Haddad),Gujarat,0.3535714285714286,0.1157715050588452,1,0.2584514591663952,180,7000.0,0,1.1415581817038614,-0.21696204541003264
Porbandar,Gujarat,0.2796132059944864,0.2258535809483144,30,0.2581093559760176,181,5696.451612903225,2,0.9885559385239885,1.0093487921134516
Mulakalacheruvu,Andhra Pradesh,0.22,0.3151640113446516,1,0.2580656045378606,182,5000.0,0,0.5834539846431521,-0.5606585995555132
Tanda Urmur,Punjab,0.2282598123795945,0.300974166511293,19,0.2573455540322739,183,6078.9473684210525,2,0.7523803051038955,0.5786964962013615
Varandarappilly  VFPCK,Kerala,0.2584512976070104,0.2540211469639096,1,0.2566792373497701,184,2850.0,0,0.6319405852715746,-1.0648313894847237
Baruwasagar,Uttar Pradesh,0.1220238095238095,0.4585680361831175,2,0.2566415001875327,185,2900.0,0,0.14942739634358027,-0.9021492310450384
Kantabaji,Odisha,0.2441558441558441,0.2686870627892427,5,0.2539683316092036,186,4300.0,0,0.6440816638175041,-0.5305666905803392
Shahabad,Haryana,0.2457787152297989,0.2661725377473952,33,0.2539362442368374,187,4553.787878787879,2,0.8179721833609656,0.9341169994367308
Narnaul,Haryana,0.2558067632850241,0.2497297541874104,25,0.2533759596459786,188,3892.0,2,0.780391174055465,0.3775638191584711
Curchorem,Goa,0.1578573458368854,0.3960686693174218,2,0.2531418752291,189,15934.166666666666,0,0.7572196999071696,1.959647479355144
Achampet,Telangana,0.3477777777777778,0.1097545377065181,1,0.2525684817492739,190,1800.0,0,0.8904907151144408,-1.362001423060714
Haldwani,Uttrakhand,0.2187994734413832,0.3027458844932465,13,0.2523780378621285,191,2792.3076923076924,0,0.532186912829705,-0.4422757576597022
Sri Har Gobindpur,Punjab,0.2,0.3306876968864665,1,0.2522750787545866,192,2000.0,0,0.3659151902677309,-1.2079123405480503
